t,T_L,Te,v_ds,v_qs,omega_rpm,omega_sync_rpm,ids,iqs
1.663,5.0,4.740412614480233,326.59863237109045,0.0,1493.6710389725772,1500.0,1.8121557964436386,-14.630805181509446
1.6640000000000001,5.0,4.730355042300149,326.59863237109045,0.0,1493.4690921209149,1500.0,1.8073513645700825,-14.62472365107763
1.665,5.0,4.743318178863952,326.59863237109045,0.0,1493.2678705616663,1500.0,1.8097026174638793,-14.613256465417468
1.6660000000000001,5.0,4.77815177396185,326.59863237109045,0.0,1493.078138998083,1500.0,1.8189432148861493,-14.59712395660649
1.667,5.0,4.832554072037128,326.59863237109045,0.0,1492.9098327500342,1500.0,1.8344430701271819,-14.577281988788902
1.6680000000000001,5.0,4.90322016766938,326.59863237109045,0.0,1492.771541184804,1500.0,1.8552494961973292,-14.554865817053683
1.669,5.0,4.986041206740988,326.59863237109045,0.0,1492.6700745877167,1500.0,1.8801447828389928,-14.53112556476487
1.6700000000000002,5.0,5.076342185965433,326.59863237109045,0.0,1492.6101359053193,1500.0,1.9077167364092038,-14.507356990406924
1.671,5.0,5.169144414174554,326.59863237109045,0.0,1492.5941125076688,1500.0,1.9364381118024088,-14.4848313553257
1.6720000000000002,5.0,5.259437879208919,326.59863237109045,0.0,1492.6219962312377,1500.0,1.9647505006686161,-14.464728135826276
1.673,5.0,5.342448789966437,326.59863237109045,0.0,1492.6914328918676,1500.0,1.9911481211694644,-14.4480740635134
1.6740000000000002,5.0,5.413888358614914,326.59863237109045,0.0,1492.7978955853166,1500.0,2.014257075963603,-14.435691551066512
1.675,5.0,5.470170343909861,326.59863237109045,0.0,1492.9349697636583,1500.0,2.0329059902460695,-14.428158996582223
1.6760000000000002,5.0,5.5085868670503295,326.59863237109045,0.0,1493.094732574722,1500.0,2.0461844846201434,-14.425784790789523
1.677,5.0,5.527434407719877,326.59863237109045,0.0,1493.26820450327,1500.0,2.0534866455193264,-14.428596111742948
1.6780000000000002,5.0,5.526084566706533,326.59863237109045,0.0,1493.445848120561,1500.0,2.0545374907784937,-14.436342815393326
1.679,5.0,5.504997028081127,326.59863237109045,0.0,1493.618086840559,1500.0,2.0494013479084763,-14.448515952146819
1.6800000000000002,5.0,5.465675060172566,326.59863237109045,0.0,1493.7758160502906,1500.0,2.038472023073968,-14.464379693518246
1.681,5.0,5.410566754142894,326.59863237109045,0.0,1493.9108798318764,1500.0,2.0224455934830377,-14.4830147731538
1.6820000000000002,5.0,5.342917902280588,326.59863237109045,0.0,1494.0164886762054,1500.0,2.0022775582565333,-14.503370965536599
1.683,5.0,5.2665848497933645,326.59863237109045,0.0,1494.087557001108,1500.0,1.9791268875190557,-14.52432567371343
1.6840000000000002,5.0,5.1858176940294545,326.59863237109045,0.0,1494.1209437719554,1500.0,1.954290174466841,-14.54474540004096
1.685,5.0,5.10502573564744,326.59863237109045,0.0,1494.1155848644096,1500.0,1.9291295843919136,-14.563546750241821
1.6860000000000002,5.0,5.028538001581836,326.59863237109045,0.0,1494.0725117383042,1500.0,1.9049985803861895,-14.579753681100765
1.687,5.0,4.960371879502604,326.59863237109045,0.0,1493.9947571940645,1500.0,1.8831694708909148,-14.592547945293688
1.6880000000000002,5.0,4.904022386299045,326.59863237109045,0.0,1493.8871551150046,1500.0,1.8647666652839183,-14.601310100859413
1.689,5.0,4.862283346636228,326.59863237109045,0.0,1493.7560468080026,1500.0,1.8507091498784978,-14.605649013654485
1.6900000000000002,5.0,4.837109844241789,326.59863237109045,0.0,1493.6089115060374,1500.0,1.8416651311302734,-14.605418454464028
1.691,5.0,4.829528844250268,326.59863237109045,0.0,1493.4539424960983,1500.0,1.8380210707533615,-14.60072013594656
1.6920000000000002,5.0,4.839602031067459,326.59863237109045,0.0,1493.2995929590795,1500.0,1.8398665037580901,-14.591893301414231
